heap,n,full,last
fibonacci,65536,13705380,240
fibonacci,65536,13926630,232
fibonacci,65536,13601949,226
fibonacci,65536,13911788,239
fibonacci,65536,13535691,241
fibonacci,65536,13627384,225
fibonacci,65536,13752860,252
fibonacci,65536,13768036,244
fibonacci,65536,13669156,249
fibonacci,65536,15991435,434
fibonacci,65536,13327302,232
fibonacci,65536,13519171,264
fibonacci,65536,13926165,250
fibonacci,65536,13739985,247
fibonacci,65536,13444824,238
fibonacci,65536,13699867,245
fibonacci,65536,13785082,226
fibonacci,65536,14547172,388
fibonacci,65536,13617196,252
fibonacci,65536,13865312,240
fibonacci,131072,27050789,276
fibonacci,131072,28076993,227
fibonacci,131072,30043378,273
fibonacci,131072,28848748,240
fibonacci,131072,28617085,261
fibonacci,131072,28218211,247
fibonacci,131072,28270518,208
fibonacci,131072,28402422,241
fibonacci,131072,28137346,249
fibonacci,131072,27719278,295
fibonacci,131072,26975638,246
fibonacci,131072,27486595,237
fibonacci,131072,27139064,256
fibonacci,131072,27460674,259
fibonacci,131072,28074727,268
fibonacci,131072,27883537,252
fibonacci,131072,27619083,251
fibonacci,131072,27776703,241
fibonacci,131072,27030099,245
fibonacci,131072,28091724,281
fibonacci,131072,27101936,267
fibonacci,131072,27667730,259
fibonacci,131072,27415461,240
fibonacci,131072,27977510,261
fibonacci,131072,27081365,256
fibonacci,131072,27537191,265
fibonacci,131072,27546485,229
fibonacci,131072,28687732,238
fibonacci,131072,27681154,227
fibonacci,131072,27732667,238
fibonacci,262144,54517028,282
fibonacci,262144,54396766,696
fibonacci,262144,55226818,648
fibonacci,262144,55251533,248
fibonacci,262144,55995551,239
fibonacci,262144,58380233,227
fibonacci,262144,56437412,265
fibonacci,262144,56837052,260
fibonacci,262144,56456387,237
fibonacci,262144,56573494,223
fibonacci,262144,55346784,241
fibonacci,262144,55934545,244
fibonacci,262144,55071767,227
fibonacci,262144,58840275,234
fibonacci,262144,55330531,250
fibonacci,262144,56306479,240
fibonacci,262144,55756071,245
fibonacci,262144,55529847,244
fibonacci,262144,58783175,274
fibonacci,262144,55943738,240
fibonacci,262144,55266148,244
fibonacci,262144,57156677,265
fibonacci,262144,54662135,238
fibonacci,262144,56185614,298
fibonacci,262144,55400651,246
fibonacci,262144,56981659,266
fibonacci,262144,55495393,270
fibonacci,262144,56715689,231
fibonacci,262144,54448584,236
fibonacci,262144,56538125,236
fibonacci,524288,111810262,249
fibonacci,524288,110168569,1189
fibonacci,524288,110456406,278
fibonacci,524288,111219560,244
fibonacci,524288,112668580,245
fibonacci,524288,113576743,243
fibonacci,524288,113068614,224
fibonacci,524288,111949536,241
fibonacci,524288,112100189,236
fibonacci,524288,113833989,234
fibonacci,524288,112606515,241
fibonacci,524288,112715902,270
fibonacci,524288,110066125,243
fibonacci,524288,114365359,257
fibonacci,524288,110590370,225
fibonacci,524288,112062897,257
fibonacci,524288,110747185,239
fibonacci,524288,111667023,224
fibonacci,524288,110047398,225
fibonacci,524288,113135610,223
fibonacci,524288,110183388,231
fibonacci,524288,111707648,256
fibonacci,524288,112865418,257
fibonacci,524288,112596413,228
fibonacci,524288,109590418,254
fibonacci,524288,110916622,226
fibonacci,524288,110250175,235
fibonacci,524288,112898072,261
fibonacci,524288,111144240,263
fibonacci,524288,112062413,243
