heap,n,full,last
fibonacci,32768,6398168,207
fibonacci,32768,6264646,201
fibonacci,32768,6390699,218
fibonacci,65536,12827512,265
fibonacci,65536,12845155,193
fibonacci,65536,13012491,205
fibonacci,65536,13000141,221
fibonacci,65536,13173930,195
fibonacci,65536,13136369,197
fibonacci,65536,13201309,203
fibonacci,65536,13267318,223
fibonacci,65536,13171645,233
fibonacci,65536,13195946,218
fibonacci,65536,13063284,213
fibonacci,65536,13248799,234
fibonacci,65536,13060459,228
fibonacci,65536,13097455,212
fibonacci,65536,12864113,212
fibonacci,65536,13163621,204
fibonacci,65536,13034571,226
fibonacci,65536,13122890,212
fibonacci,65536,12964453,218
fibonacci,65536,13104962,213
fibonacci,65536,12978853,229
fibonacci,65536,13102679,212
fibonacci,65536,12980436,213
fibonacci,65536,13083210,198
fibonacci,65536,12955689,198
fibonacci,65536,13100778,204
fibonacci,65536,13048334,201
fibonacci,65536,13141059,197
fibonacci,65536,12936378,204
fibonacci,65536,13073478,196
fibonacci,131072,25680926,244
fibonacci,131072,25978883,195
fibonacci,131072,26189676,210
fibonacci,131072,26288280,217
fibonacci,131072,26807823,229
fibonacci,131072,26855967,231
fibonacci,131072,26861683,217
fibonacci,131072,26871655,224
fibonacci,131072,26874166,221
fibonacci,131072,26805818,236
fibonacci,131072,26482088,202
fibonacci,131072,26867347,223
fibonacci,131072,26350193,220
fibonacci,131072,26527089,223
fibonacci,131072,26203554,233
fibonacci,131072,26476686,220
fibonacci,131072,26258719,219
fibonacci,131072,26391696,208
fibonacci,131072,26337222,208
fibonacci,131072,26413032,208
fibonacci,131072,26276803,198
fibonacci,131072,26603908,203
fibonacci,131072,26243954,221
fibonacci,131072,26563581,248
fibonacci,131072,26195911,229
fibonacci,131072,26548481,218
fibonacci,131072,26269874,227
fibonacci,131072,26553277,204
fibonacci,131072,26269730,198
fibonacci,131072,26619026,211
fibonacci,262144,52030188,236
fibonacci,262144,52439914,226
fibonacci,262144,52645820,206
fibonacci,262144,53010573,222
fibonacci,262144,54024707,227
fibonacci,262144,54131627,310
fibonacci,262144,54050720,231
fibonacci,262144,54231391,259
fibonacci,262144,53816763,221
fibonacci,262144,53818894,220
fibonacci,262144,53095684,189
fibonacci,262144,53600559,203
fibonacci,262144,52976955,224
fibonacci,262144,53547038,211
fibonacci,262144,53121603,225
fibonacci,262144,53431917,257
fibonacci,262144,52807641,221
fibonacci,262144,53458882,234
fibonacci,262144,53027258,236
fibonacci,262144,53546049,208
fibonacci,262144,53051871,227
fibonacci,262144,53481513,219
fibonacci,262144,52901338,233
fibonacci,262144,53523074,224
fibonacci,262144,52965740,226
fibonacci,262144,53629039,216
fibonacci,262144,53056561,220
fibonacci,262144,53538614,226
fibonacci,262144,60891992,250
fibonacci,262144,54673336,253
fibonacci,524288,104105630,234
fibonacci,524288,105351626,219
fibonacci,524288,105658768,239
fibonacci,524288,106475708,229
fibonacci,524288,107893466,195
fibonacci,524288,108645649,217
fibonacci,524288,107949708,220
fibonacci,524288,108796398,197
fibonacci,524288,107305801,215
fibonacci,524288,108167339,201
fibonacci,524288,106979250,246
fibonacci,524288,107662627,230
fibonacci,524288,106608882,244
fibonacci,524288,107073627,219
fibonacci,524288,106688794,227
fibonacci,524288,107217005,211
fibonacci,524288,107284162,219
fibonacci,524288,107199294,226
fibonacci,524288,106603352,243
fibonacci,524288,107396692,210
fibonacci,524288,106565215,185
fibonacci,524288,107641645,253
fibonacci,524288,106593860,227
fibonacci,524288,107526149,238
fibonacci,524288,106613407,215
fibonacci,524288,107246272,232
fibonacci,524288,106919201,246
fibonacci,524288,107301811,213
fibonacci,524288,106785671,228
fibonacci,524288,107149350,212
fibonacci,1048576,213440029,234
fibonacci,1048576,210374992,221
fibonacci,1048576,212617478,214
fibonacci,1048576,213055009,253
fibonacci,1048576,217847508,243
fibonacci,1048576,217225407,207
fibonacci,1048576,217926860,222
fibonacci,1048576,218139884,249
fibonacci,1048576,217313899,231
fibonacci,1048576,217369256,204
fibonacci,1048576,215226157,242
fibonacci,1048576,216255375,314
fibonacci,1048576,213443191,202
fibonacci,1048576,215621450,245
fibonacci,1048576,212976156,220
fibonacci,1048576,215430278,254
fibonacci,1048576,213036987,227
fibonacci,1048576,215033364,227
fibonacci,1048576,212839350,226
fibonacci,1048576,215049639,224
fibonacci,1048576,212745449,246
fibonacci,1048576,214836617,203
fibonacci,1048576,213042598,243
fibonacci,1048576,214972359,246
fibonacci,1048576,213279554,239
fibonacci,1048576,215341695,221
fibonacci,1048576,213536577,236
fibonacci,1048576,215005302,255
fibonacci,1048576,212943225,226
fibonacci,1048576,215207510,235
